no;y;i_var;g_var;treatment;group
96;1.917452846;0.251651069;-1.014962009;1;4
97;2.2370425;1.357274436;-1.014962009;1;4
98;2.551585195;0.404468471;-1.014962009;1;4
99;-0.209987273;0.26436427;-1.014962009;1;4
100;2.130422365;0.268043904;-1.014962009;1;4
101;1.973599481;0.436930577;-1.014962009;1;4
102;2.895227454;1.060123905;-1.014962009;1;4
103;1.155456868;0.452190397;-1.014962009;1;4
104;2.067938064;0.663198616;-1.014962009;1;4
105;0.555531369;-1.136373554;-1.014962009;1;4
106;0.690835527;-0.370497517;-1.014962009;1;4
107;0.852808034;1.47696959;-1.014962009;1;4
108;0.380205346;-1.223903751;-1.014962009;1;4
109;0.545000631;0.258068387;-1.014962009;1;4
110;-0.189390277;0.405002805;-1.014962009;1;4
111;2.750882342;0.975803322;-1.014962009;1;4
112;2.405622208;-0.348876737;-1.014962009;1;4
113;1.269092561;0.158625439;-1.014962009;1;4
114;0.157141496;-1.763255067;-1.014962009;1;4
115;0.80970743;0.338596047;-1.014962009;1;4
116;0.013902475;-0.66656503;-1.014962009;1;4
117;2.108222932;-0.238646624;-1.014962009;1;4
118;-0.580361504;-1.187765282;-1.014962009;1;4
119;2.198047311;0.384935322;-1.014962009;1;4
120;0.946612667;0.666579516;-1.014962009;1;4
121;1.781296751;-0.304613889;-0.162309524;1;5
122;6.445380734;1.825011064;-0.162309524;1;5
123;3.74515633;0.670559371;-0.162309524;1;5
124;5.181725441;0.948632573;-0.162309524;1;5
125;5.856343568;2.049403002;-0.162309524;1;5
126;1.966557687;-0.651113609;-0.162309524;1;5
127;1.272252144;0.808619273;-0.162309524;1;5
128;3.438791712;0.986580614;-0.162309524;1;5
129;1.876918788;-0.006170796;-0.162309524;1;5
130;1.076723671;0.319052358;-0.162309524;1;5
131;-1.358371249;-1.011821903;-0.162309524;1;5
132;0.347498794;0.470167548;-0.162309524;1;5
133;0.833323553;-0.700970332;-0.162309524;1;5
134;3.724956194;0.813682863;-0.162309524;1;5
135;-1.62805821;-0.811430784;-0.162309524;1;5
136;3.562403738;0.319397487;-0.162309524;1;5
137;-1.194263332;-0.846522653;-0.162309524;1;5
138;1.191173678;-0.245763179;-0.162309524;1;5
139;1.671139879;-1.552859011;-0.162309524;1;5
140;2.870533587;0.128434033;-0.162309524;1;5
141;3.129458108;0.985443389;-0.162309524;1;5
142;2.003357263;0.183247523;-0.162309524;1;5
143;0.546170968;-1.766229213;-0.162309524;1;5
144;0.747880925;-0.620533697;-0.162309524;1;5
145;3.428720362;1.656043037;-0.162309524;1;5
146;3.656542613;1.809805386;-0.162309524;1;5
147;2.549936111;-1.175036768;-0.162309524;1;5
148;2.903010288;-0.366703259;-0.162309524;1;5
149;3.374132771;0.353625449;-0.162309524;1;5
150;2.695219026;0.319156221;-0.162309524;1;5
151;2.598583159;-0.579956989;0.563055819;1;6
152;2.661655241;-0.953278702;0.563055819;1;6
153;2.962015089;-0.179428587;0.563055819;1;6
154;3.095236205;1.009808215;0.563055819;1;6
155;3.744704683;0.023626615;0.563055819;1;6
156;2.583571913;-0.64902822;0.563055819;1;6
157;1.477305263;-0.504374222;0.563055819;1;6
158;3.731653484;1.614391495;0.563055819;1;6
159;0.995951941;-0.446959811;0.563055819;1;6
160;1.502161776;0.763176761;0.563055819;1;6
161;3.644378177;1.471718686;0.563055819;1;6
162;4.049916376;0.443664904;0.563055819;1;6
163;3.929573056;-0.42172187;0.563055819;1;6
164;3.258011824;-0.040001626;0.563055819;1;6
165;3.113966306;-0.492279968;0.563055819;1;6
166;2.888113526;1.227717117;0.563055819;1;6
167;0.620418816;-0.149553565;0.563055819;1;6
168;3.560713509;1.549983384;0.563055819;1;6
169;2.19109134;-0.561612535;0.563055819;1;6
170;1.425456289;-0.647117251;0.563055819;1;6
171;3.947245092;0.143132159;0.563055819;1;6
172;3.079203635;0.024188648;0.563055819;1;6
173;1.314390965;-0.504451525;0.563055819;1;6
174;2.719807976;-1.58139681;0.563055819;1;6
175;1.78542814;0.030066421;0.563055819;1;6
176;0.383467626;-0.716576699;0.563055819;1;6
177;3.929390563;1.082610955;0.563055819;1;6
178;2.13824739;-0.952685455;0.563055819;1;6
179;1.659205073;1.126482729;0.563055819;1;6
180;1.833878168;-0.649043017;0.563055819;1;6
181;1.157244901;0.292470078;1.647817473;0;7
182;3.702121029;0.898702724;1.647817473;0;7
183;1.924280047;-0.518742357;1.647817473;0;7
184;2.642735243;0.554438552;1.647817473;0;7
185;1.493913066;-0.087973671;1.647817473;0;7
186;1.353772145;-1.135212929;1.647817473;0;7
187;1.336052905;-0.270079611;1.647817473;0;7
188;5.799535744;1.619789878;1.647817473;0;7
189;3.122650402;-0.214131174;1.647817473;0;7
190;3.61558321;-0.817782463;1.647817473;0;7
191;3.006730448;-0.054022924;1.647817473;0;7
192;3.773318348;0.33014161;1.647817473;0;7
193;6.306266031;0.955324615;1.647817473;0;7
194;2.09893642;1.143959878;1.647817473;0;7
195;0.652761127;0.100522398;1.647817473;0;7
196;2.768370246;1.164575246;1.647817473;0;7
197;2.896675103;-0.764259948;1.647817473;0;7
198;-1.104089046;-2.344513405;1.647817473;0;7
199;3.856237225;-0.471683426;1.647817473;0;7
200;3.464417821;-0.51585549;1.647817473;0;7
201;2.685233107;-2.316036152;1.647817473;0;7
202;1.161588854;0.562471757;1.647817473;0;7
203;0.960469336;-0.783775139;1.647817473;0;7
204;3.238756349;-0.226053986;1.647817473;0;7
205;0.957846025;-1.587102988;1.647817473;0;7
206;4.085119137;0.547524202;1.647817473;0;7
207;3.447428941;1.891227017;1.647817473;0;7
208;2.234079429;-0.87807711;1.647817473;0;7
209;2.668944656;-0.112558911;1.647817473;0;7
210;4.716554334;1.948713065;1.647817473;0;7
211;2.431891451;0.933816332;-0.773353424;0;8
212;1.612750459;1.913059422;-0.773353424;0;8
213;0.573080212;-0.005234058;-0.773353424;0;8
214;-1.196384966;-0.152260049;-0.773353424;0;8
215;-0.440263356;-0.509631657;-0.773353424;0;8
216;-0.003201349;1.434573703;-0.773353424;0;8
217;-1.720995805;-1.285838532;-0.773353424;0;8
218;0.615291111;0.307314215;-0.773353424;0;8
219;1.114430502;-0.046318533;-0.773353424;0;8
220;2.178219505;2.2518418;-0.773353424;0;8
221;-0.322642683;-0.608033729;-0.773353424;0;8
222;-0.204170009;-1.50928817;-0.773353424;0;8
223;-1.127634606;0.23263177;-0.773353424;0;8
224;0.171428623;-0.039648696;-0.773353424;0;8
225;-0.642185188;-0.839125068;-0.773353424;0;8
226;1.472589501;0.132291088;-0.773353424;0;8
227;-0.09136784;-0.275524747;-0.773353424;0;8
228;-1.331215726;-0.678758641;-0.773353424;0;8
229;-1.162664661;0.500835932;-0.773353424;0;8
230;-0.744798589;-0.331662312;-0.773353424;0;8
231;-0.424820459;-1.834980251;-0.773353424;0;8
232;-0.468058177;-2.651741248;-0.773353424;0;8
233;1.066298076;-0.580582172;-0.773353424;0;8
234;0.844086296;1.454186871;-0.773353424;0;8
235;1.095019084;0.83812938;-0.773353424;0;8
236;2.436201113;1.21505358;-0.773353424;0;8
237;0.772323587;0.982505443;-0.773353424;0;8
238;-0.376307066;0.315764024;-0.773353424;0;8
239;-1.341171245;-1.507062628;-0.773353424;0;8
240;-0.51245693;0.205569787;-0.773353424;0;8
241;3.223657685;1.59722809;1.605909629;1;9
242;-0.848850599;-3.396063535;1.605909629;1;9
243;4.582271431;-0.781352284;1.605909629;1;9
244;5.670248491;1.102464641;1.605909629;1;9
245;4.495180682;0.528745019;1.605909629;1;9
246;4.194290112;0.789394404;1.605909629;1;9
247;3.499015252;0.457099506;1.605909629;1;9
248;4.008823303;0.538833116;1.605909629;1;9
249;3.922355918;0.014643122;1.605909629;1;9
250;4.890748249;-0.916489136;1.605909629;1;9
251;2.537249619;-1.226815091;1.605909629;1;9
252;3.536516381;0.036152868;1.605909629;1;9
253;3.686453737;-0.421393114;1.605909629;1;9
254;4.069838877;-0.899364408;1.605909629;1;9
255;5.983123763;0.417441317;1.605909629;1;9
256;4.325664658;0.153444737;1.605909629;1;9
257;4.159062109;1.463283045;1.605909629;1;9
258;3.015891245;-1.121502497;1.605909629;1;9
259;3.041151147;-0.517788083;1.605909629;1;9
260;2.707538334;-0.074947088;1.605909629;1;9
261;0.537055264;-1.407790081;1.605909629;1;9
262;4.335286911;-0.284705868;1.605909629;1;9
263;3.815217591;-0.708171178;1.605909629;1;9
264;1.457196444;-2.147639001;1.605909629;1;9
265;2.459951668;-0.283837161;1.605909629;1;9
266;2.7476835;-0.534072164;1.605909629;1;9
267;3.554982834;1.133010194;1.605909629;1;9
268;2.320591819;-0.604068923;1.605909629;1;9
269;4.032194484;0.557511596;1.605909629;1;9
270;3.834098984;0.142629293;1.605909629;1;9
271;-0.474782714;-1.236860215;-1.157808548;1;10
272;1.917659597;0.374143973;-1.157808548;1;10
273;-2.042172249;-0.106086123;-1.157808548;1;10
274;3.55458164;0.166061987;-1.157808548;1;10
275;3.693317195;0.658034848;-1.157808548;1;10
276;1.482261022;0.11396292;-1.157808548;1;10
277;0.738439127;1.585159164;-1.157808548;1;10
278;1.89700789;0.11555344;-1.157808548;1;10
279;-3.250245335;-1.253999039;-1.157808548;1;10
280;3.294984373;0.741864779;-1.157808548;1;10
281;0.746922877;-1.222901615;-1.157808548;1;10
282;-2.678496873;-1.918894132;-1.157808548;1;10
283;0.893699148;-0.80993639;-1.157808548;1;10
284;-0.009673972;-0.744677229;-1.157808548;1;10
285;0.44314273;-0.607505923;-1.157808548;1;10
286;2.186570541;1.606759566;-1.157808548;1;10
287;2.805684973;1.635599446;-1.157808548;1;10
288;2.840290622;0.726091097;-1.157808548;1;10
289;-1.367782054;-1.273834925;-1.157808548;1;10
290;-2.786312505;0.023146555;-1.157808548;1;10
291;3.297497142;0.487121234;-1.157808548;1;10
292;-1.72514224;-0.137027503;-1.157808548;1;10
293;1.563079405;0.171745482;-1.157808548;1;10
294;-0.053624103;-0.944793915;-1.157808548;1;10
295;-0.020447315;-1.287620306;-1.157808548;1;10
296;3.658678584;1.407765739;-1.157808548;1;10
297;1.12203969;0.267372689;-1.157808548;1;10
298;0.978854135;-0.408397642;-1.157808548;1;10
299;0.012683399;0.32527122;-1.157808548;1;10
300;3.181204587;2.062480973;-1.157808548;1;10
301;2.924089189;0.362666956;0.656588464;1;11
302;4.888543458;1.411404645;0.656588464;1;11
303;4.948083206;1.367544315;0.656588464;1;11
304;1.821746447;-0.407176147;0.656588464;1;11
305;1.896104553;0.762541731;0.656588464;1;11
306;0.593631401;-0.651200823;0.656588464;1;11
307;0.182955318;-1.473655779;0.656588464;1;11
308;1.736647114;-1.201665796;0.656588464;1;11
309;1.610391643;-0.148720478;0.656588464;1;11
310;4.576188222;1.797062429;0.656588464;1;11
311;4.180206214;0.104808718;0.656588464;1;11
312;1.283269164;-0.802837973;0.656588464;1;11
313;3.685339531;0.230374964;0.656588464;1;11
314;3.118399131;0.697975193;0.656588464;1;11
315;0.925222445;-1.295201732;0.656588464;1;11
316;1.038611679;-1.054680218;0.656588464;1;11
317;0.77646351;-1.94160749;0.656588464;1;11
318;0.802234364;-1.269560593;0.656588464;1;11
319;3.039677355;-0.887438811;0.656588464;1;11
320;2.333456929;-0.291915763;0.656588464;1;11
321;4.846627916;1.410094053;0.656588464;1;11
322;5.46679979;0.88864143;0.656588464;1;11
323;3.54005012;0.27297432;0.656588464;1;11
324;0.219415188;-0.566641466;0.656588464;1;11
325;1.080098803;-0.040206937;0.656588464;1;11
326;2.75127368;0.547612245;0.656588464;1;11
327;3.210022999;-0.504033322;0.656588464;1;11
328;3.333695355;1.05907013;0.656588464;1;11
329;3.398104353;1.097453566;0.656588464;1;11
330;2.025282903;-1.16650463;0.656588464;1;11
331;3.857102404;-0.74691131;2.548991071;1;12
332;5.778264887;1.206738733;2.548991071;1;12
333;2.599929371;-1.687219881;2.548991071;1;12
334;6.288335705;0.419709895;2.548991071;1;12
335;4.685421292;0.233498762;2.548991071;1;12
336;8.136567072;3.195901198;2.548991071;1;12
337;2.412149639;-2.729680341;2.548991071;1;12
338;4.096164508;-0.840795801;2.548991071;1;12
339;5.581378259;0.674028669;2.548991071;1;12
340;4.957949605;1.67432651;2.548991071;1;12
341;8.119411728;0.839687084;2.548991071;1;12
342;3.73956135;-1.428368436;2.548991071;1;12
343;5.317079213;2.239388169;2.548991071;1;12
344;4.747445792;-1.757266224;2.548991071;1;12
345;3.155040285;-1.113016088;2.548991071;1;12
346;6.269877721;-0.043140391;2.548991071;1;12
347;7.928101167;2.225586909;2.548991071;1;12
348;4.714037787;0.506316587;2.548991071;1;12
349;5.349560749;0.730396051;2.548991071;1;12
350;5.329940836;1.728077595;2.548991071;1;12
351;3.227272025;0.984779968;2.548991071;1;12
352;2.270628764;-1.224737876;2.548991071;1;12
353;5.329937673;0.709726218;2.548991071;1;12
354;4.014809114;-0.109219993;2.548991071;1;12
355;7.210047016;1.782607895;2.548991071;1;12
356;3.925230927;-0.24344468;2.548991071;1;12
357;1.647202683;-1.527107022;2.548991071;1;12
358;4.010372147;0.491834371;2.548991071;1;12
359;2.044003106;0.354503661;2.548991071;1;12
360;5.574460912;-0.017626348;2.548991071;1;12
361;0.412014989;-1.056550322;-0.03476039;0;13
362;0.36978047;-0.838914666;-0.03476039;0;13
363;1.073503683;-0.012625716;-0.03476039;0;13
364;2.399835844;1.038110146;-0.03476039;0;13
365;-0.03580482;-0.364457714;-0.03476039;0;13
366;-1.238973746;-0.871449472;-0.03476039;0;13
367;-1.683589585;-2.704203025;-0.03476039;0;13
368;0.961536029;0.494249837;-0.03476039;0;13
369;1.851699269;0.427340325;-0.03476039;0;13
370;2.959901787;1.30919086;-0.03476039;0;13
371;1.253829634;1.466722642;-0.03476039;0;13
372;-0.736803703;-0.143056066;-0.03476039;0;13
373;3.534443005;1.298513726;-0.03476039;0;13
374;-0.229027513;0.001313548;-0.03476039;0;13
375;-0.866609581;-0.676410076;-0.03476039;0;13
376;0.118710298;-0.848196597;-0.03476039;0;13
377;-0.746803951;-0.3469411;-0.03476039;0;13
378;1.56487208;0.227479443;-0.03476039;0;13
379;0.182067354;-0.027401404;-0.03476039;0;13
380;2.494520612;0.200877791;-0.03476039;0;13
381;-0.392177914;0.198942672;-0.03476039;0;13
382;2.407305493;0.714599356;-0.03476039;0;13
383;0.287603801;-0.273181775;-0.03476039;0;13
384;4.692238309;1.635347458;-0.03476039;0;13
385;0.959581414;0.437693886;-0.03476039;0;13
386;-1.27515995;-1.193535851;-0.03476039;0;13
387;0.11164249;-0.276649804;-0.03476039;0;13
388;1.531041926;0.515883051;-0.03476039;0;13
389;0.333596207;-0.411055332;-0.03476039;0;13
390;0.641335934;0.344995049;-0.03476039;0;13
391;1.647138593;0.434395861;-0.66963358;1;14
392;2.820860361;1.303477683;-0.66963358;1;14
393;-2.274690639;-0.651695911;-0.66963358;1;14
394;-0.585272136;-0.016880862;-0.66963358;1;14
395;-1.234364899;-0.567692455;-0.66963358;1;14
396;1.183012306;-1.12713287;-0.66963358;1;14
397;-0.840862912;-1.848970311;-0.66963358;1;14
398;1.269909782;0.195529055;-0.66963358;1;14
399;3.68533878;0.601565225;-0.66963358;1;14
400;0.628320574;0.63915816;-0.66963358;1;14
401;2.521223612;-1.389992817;-0.66963358;1;14
402;-0.103597407;-1.129677853;-0.66963358;1;14
403;-1.564031986;-1.141154195;-0.66963358;1;14
404;-0.440266553;-0.6886715;-0.66963358;1;14
405;1.151960755;0.170197818;-0.66963358;1;14
406;2.584906747;0.594483427;-0.66963358;1;14
407;0.238445765;-0.815032651;-0.66963358;1;14
408;-2.599605682;-2.864346837;-0.66963358;1;14
409;0.98091186;0.953823482;-0.66963358;1;14
410;2.760247245;0.615284771;-0.66963358;1;14
411;0.481152048;-0.700870701;-0.66963358;1;14
412;0.603046447;-1.073661341;-0.66963358;1;14
413;0.828567471;-0.299991197;-0.66963358;1;14
414;-0.336976712;0.108106563;-0.66963358;1;14
415;3.250607259;0.723200764;-0.66963358;1;14
416;2.856522618;1.390095096;-0.66963358;1;14
417;2.318552082;-0.848883398;-0.66963358;1;14
418;3.701919185;0.290722845;-0.66963358;1;14
419;2.838169604;1.334176034;-0.66963358;1;14
420;0.137273884;-0.901342155;-0.66963358;1;14
421;-1.760330209;-0.222763413;-0.007604756;0;15
422;-0.794656092;-1.771468028;-0.007604756;0;15
423;1.128348023;0.28742225;-0.007604756;0;15
424;1.798016328;-0.641191762;-0.007604756;0;15
425;-0.546909835;-0.924937642;-0.007604756;0;15
426;1.317521264;-0.779977469;-0.007604756;0;15
427;0.717616331;0.444503374;-0.007604756;0;15
428;-1.568894018;-2.162469003;-0.007604756;0;15
429;0.84982369;-0.4255109;-0.007604756;0;15
430;0.778540433;-1.013717659;-0.007604756;0;15
431;-0.129620063;-0.962119028;-0.007604756;0;15
432;2.541134788;0.474634627;-0.007604756;0;15
433;2.95199719;0.35175427;-0.007604756;0;15
434;0.64195966;-0.107020356;-0.007604756;0;15
435;0.361152895;0.537517257;-0.007604756;0;15
436;0.310347484;-0.602104898;-0.007604756;0;15
437;-0.008594006;-2.023297645;-0.007604756;0;15
438;1.553101895;1.154421281;-0.007604756;0;15
439;0.810871741;-0.230692998;-0.007604756;0;15
440;1.21796596;-0.365088768;-0.007604756;0;15
441;0.867329211;0.157517929;-0.007604756;0;15
442;1.082536931;0.765932223;-0.007604756;0;15
443;1.206892322;0.426086966;-0.007604756;0;15
444;2.763365846;0.9272654;-0.007604756;0;15
445;-0.47030977;0.046134593;-0.007604756;0;15
446;-0.42853157;-0.504285643;-0.007604756;0;15
447;-0.063586663;-0.300449408;-0.007604756;0;15
448;0.401579917;0.822915979;-0.007604756;0;15
449;-0.563267037;-0.849268796;-0.007604756;0;15
450;2.678694077;-0.953610096;-0.007604756;0;15
451;2.592415483;0.313478716;1.777084448;1;16
452;2.617823191;0.612473307;1.777084448;1;16
453;0.724451233;-1.691083228;1.777084448;1;16
454;3.967985884;0.784698627;1.777084448;1;16
455;2.106718058;0.011925135;1.777084448;1;16
456;4.606550117;-0.181255288;1.777084448;1;16
457;4.679520001;1.106954402;1.777084448;1;16
458;3.418631779;1.479394871;1.777084448;1;16
459;1.780528364;-1.147399441;1.777084448;1;16
460;4.485453058;1.011654377;1.777084448;1;16
461;3.254722029;-0.632069195;1.777084448;1;16
462;5.157455095;0.13236132;1.777084448;1;16
463;4.013608273;0.480926065;1.777084448;1;16
464;1.989274859;0.133177628;1.777084448;1;16
465;2.838023582;-1.462864462;1.777084448;1;16
466;2.622893005;-0.50640178;1.777084448;1;16
467;3.986643516;1.539663237;1.777084448;1;16
468;5.313780458;0.172793618;1.777084448;1;16
469;1.699808052;-0.835823924;1.777084448;1;16
470;4.525835463;-0.655928704;1.777084448;1;16
471;4.648316873;1.057566087;1.777084448;1;16
472;5.262025513;0.34608349;1.777084448;1;16
473;3.756648608;-0.897186542;1.777084448;1;16
474;3.542611236;0.006265211;1.777084448;1;16
475;6.77543628;0.596670509;1.777084448;1;16
476;6.188943768;1.722551808;1.777084448;1;16
477;2.097424364;-0.881749483;1.777084448;1;16
478;3.142147269;-0.379945955;1.777084448;1;16
479;4.54532787;0.996110016;1.777084448;1;16
480;4.916582733;-0.459120893;1.777084448;1;16
481;2.616613489;1.460265746;-1.138607737;0;17
482;2.433536963;1.043246177;-1.138607737;0;17
483;0.13375839;-1.65904097;-1.138607737;0;17
484;0.601157789;0.423957776;-1.138607737;0;17
485;-1.471141107;-1.419162926;-1.138607737;0;17
486;-0.553066525;-1.464692457;-1.138607737;0;17
487;0.571031413;0.070420972;-1.138607737;0;17
488;0.581107338;0.056698222;-1.138607737;0;17
489;-0.312176328;-0.032708177;-1.138607737;0;17
490;2.43640186;1.264281224;-1.138607737;0;17
491;0.753155016;0.294987886;-1.138607737;0;17
492;0.241608726;-0.673086821;-1.138607737;0;17
493;-0.133871772;0.119588291;-1.138607737;0;17
494;-0.655070927;-0.514396509;-1.138607737;0;17
495;-1.110099507;-0.068111574;-1.138607737;0;17
496;-0.425103065;-1.148011912;-1.138607737;0;17
497;-1.522083022;-0.11524448;-1.138607737;0;17
498;-1.389289242;0.102936392;-1.138607737;0;17
499;0.431073676;-0.701743487;-1.138607737;0;17
500;-2.810129738;0.041230624;-1.138607737;0;17
501;-0.182936019;-0.648768351;-1.138607737;0;17
502;-1.982712918;-0.644007859;-1.138607737;0;17
503;0.715339578;-0.204438825;-1.138607737;0;17
504;0.653795494;0.490840918;-1.138607737;0;17
505;-0.266132658;-0.205336987;-1.138607737;0;17
506;0.614392661;0.190691324;-1.138607737;0;17
507;1.077965354;0.970024193;-1.138607737;0;17
508;-0.95837081;-0.285261078;-1.138607737;0;17
509;-1.412285549;-0.103619269;-1.138607737;0;17
510;0.511504578;0.511254541;-1.138607737;0;17
511;0.601588156;-1.25816245;1.367827179;0;18
512;3.528522391;0.543825969;1.367827179;0;18
513;0.7286423;-0.534963587;1.367827179;0;18
514;-0.391890388;-1.138046027;1.367827179;0;18
515;1.048858886;-1.768003771;1.367827179;0;18
516;2.991316834;-0.714978203;1.367827179;0;18
517;1.46726039;-1.170202264;1.367827179;0;18
518;0.895419476;-1.178448148;1.367827179;0;18
519;3.975402459;1.627291338;1.367827179;0;18
520;2.338046252;-1.212146666;1.367827179;0;18
521;2.80276191;0.997509917;1.367827179;0;18
522;2.971743893;0.545245641;1.367827179;0;18
523;1.436625432;-0.884789115;1.367827179;0;18
524;1.844368466;-0.611230698;1.367827179;0;18
525;3.042948728;-0.410199513;1.367827179;0;18
526;2.998627768;0.19040937;1.367827179;0;18
527;2.164514464;-0.348324929;1.367827179;0;18
528;1.613738357;0.82684753;1.367827179;0;18
529;2.025015633;-0.292686902;1.367827179;0;18
530;0.794258562;-2.16534621;1.367827179;0;18
531;2.582838871;-0.096216776;1.367827179;0;18
532;-0.43225866;-1.851956846;1.367827179;0;18
533;2.65597101;0.937811135;1.367827179;0;18
534;0.915598649;-0.747686481;1.367827179;0;18
535;0.260189544;-1.115241436;1.367827179;0;18
536;2.705770554;-0.591506415;1.367827179;0;18
537;3.868449868;0.585230684;1.367827179;0;18
538;1.277436339;-1.918558199;1.367827179;0;18
539;2.023596284;0.253816792;1.367827179;0;18
540;1.232498663;-0.972241766;1.367827179;0;18
541;2.765627292;-0.008513448;1.329564791;0;19
542;3.918740339;0.679041911;1.329564791;0;19
543;2.870237146;0.569631367;1.329564791;0;19
544;3.506156152;1.502961661;1.329564791;0;19
545;0.144626057;0.129085401;1.329564791;0;19
546;1.425669096;-0.701182952;1.329564791;0;19
547;3.699084378;2.153707216;1.329564791;0;19
548;2.475189506;-0.303246138;1.329564791;0;19
549;2.676743139;0.807579777;1.329564791;0;19
550;3.874746993;0.930991466;1.329564791;0;19
551;2.552223386;0.454902098;1.329564791;0;19
